"Nombre","Distrito","Valoración","Número de comentarios","Precio","Fecha","Dirección","CP","lat","long"
"CASA DEL PATRIARCA","Ciutat Vella, Valencia",8.6,1139,85.5,2022-08-07,"CALLE DE SALVÁ, 12, Valencia ",46002,39.4718177,-0.373591
"HOTEL SAN LORENZO BOUTIQUE","Ciutat Vella, Valencia",8.4,1563,129.5,2022-08-07,"PLAZA DE SAN LORENZO, 2, Valencia ",46003,39.4778128,-0.374827315285652
"B&B HOTEL VALENCIA CIUDAD DE LAS CIENCIAS","Quatre Carreres, Valencia",7.5,3919,86,2022-08-07,"AVINGUDA D'AUSIÀS MARCH, 99, Valencia ",46013,39.4456699,-0.3682916
"BARCELÓ VALENCIA","Camins al Grau, Valencia",8.6,2281,112,2022-08-07,"AVENIDA DE FRANCIA, 11, GRAO, Valencia ",46023,39.46087,-0.35258
"HOTEL BELERET","Poblados del Oeste, Valencia",7.8,2040,102,2022-08-07,"CALLE CAMPAMENTO, 76, BENIMÀMET, Valencia ",46035,39.50056,-0.42511
"HOTEL VALENCIA OCEANIC AFFILIATED BY MELIÁ","Camins al Grau, Valencia",8.3,2412,154.5,2022-08-07,"CALLE DEL PINTOR MAELLA, 35, Valencia ",46023,39.45828105,-0.347884075806882
"PRIMUS VALENCIA","Camins al Grau, Valencia",8.2,3811,190.5,2022-08-07,"CALLE DE MENORCA, 22, Valencia ",46023,39.4576914,-0.3457277
"YOU & CO. SALER BEACH BOUTIQUE","Poblados del Oeste, Valencia",8.5,2141,107.5,2022-08-07,"AVENIDA DE LOS PINARES, 10, Valencia ",46012,39.38323,-0.33266
"ONE SHOT PALACIO REINA VICTORIA 04","Ciutat Vella, Valencia",8.3,1844,135,2022-08-07,"CALLE DE LAS BARCAS, 4, Valencia ",46002,39.47021,-0.37533
"BALCÓN AL MAR","Poblados marítimos, Valencia",8.3,568,108.5,2022-08-07,"CARRER DE JOAN JOSEP SISTER, 1, Valencia ",46024,39.4601149,-0.3337991
"OTTOH CHARM STAY","Ciutat Vella, Valencia",8.9,845,129,2022-08-07,"CARRER DEL SANTÍSSIM, 5, CIUDAD VIEJA, Valencia ",46003,39.47466,-0.37147
"HOTEL EL SIGLO","Ciutat Vella, Valencia",8,880,120.5,2022-08-07,"PLAZA DE SANTA CATALINA, 11, Valencia ",46001,39.473877,-0.3760907
"HOTEL OLYMPIA UNIVERSIDADES","Benimaclet, Valencia",8.5,2522,86,2022-08-07,"CALLE DEL DOCTOR VICENTE ZARAGOZA, 13, Valencia ",46020,39.4852155,-0.3632217
"SH INGLES BOUTIQUE HOTEL","Ciutat Vella, Valencia",8.2,1265,180,2022-08-07,"CALLE  DEL MARQUÉS DE DOS AGUAS, 6, CIUDAD VIEJA, Valencia ",46002,39.4732021,-0.3743062
"CASUAL DEL CINE VALENCIA","Ciutat Vella, Valencia",8.4,2329,109.5,2022-08-07,"CALLE DEL CONVENTO DE SAN FRANCISCO, 7, Valencia ",46002,39.4689015,-0.3776315
"MD DESIGN HOTEL - PORTAL DEL REAL","Ciutat Vella, Valencia",9,1067,146.5,2022-08-07,"CARRER DE BOIX, 3, Valencia ",46003,39.47697,-0.37238
"NH COLLECTION COLÓN VALENCIA","Eixample, Valencia",8.7,986,163.5,2022-08-07,"CALLE DE COLÓN, 32, Valencia ",46004,39.468559,-0.3725678
"PALACIO SANTA CLARA, AUTOGRAPH COLLECTION","Ciutat Vella, Valencia",9.3,263,218,2022-08-07,"CALLE DE PASCUAL Y GENIS, 22, Valencia ",46002,39.4682301,-0.3738525
"CASUAL SOCARRAT VALENCIA - ADULTS ONLY","Ciutat Vella, Valencia",8.7,1485,160,2022-08-07,"CALLE DE LA PAZ, 38, CIUDAD VIEJA, Valencia ",46003,39.472943,-0.3717601
"YOU & CO. QUART BOUTIQUE","Extramurs, Valencia",8.8,1176,142.5,2022-08-07,"CALLE DOCTOR PESET CERVERA, 6, Valencia ",46008,39.4740918,-0.3869063
"HULOT B&B VALENCIA","Ciutat Vella, Valencia",8.3,1125,98.5,2022-08-07,"CARRER DEL POETA LIERN, 16, Valencia ",46003,39.4747995,-0.3705918
"MD MODERN HOTEL - JARDINES","Eixample, Valencia",8.5,1133,118.5,2022-08-07,"CARRER DEL MESTRE RACIONAL, 23, Valencia ",46005,39.4641809,-0.3617507
"NALU VALENCIA BOUTIQUE ROOMS","Ciutat Vella, Valencia",8.2,205,181,2022-08-07,"CALLE DE LA SANGRE, 9, CIUDAD VIEJA, Valencia ",46002,39.4703868,-0.3773597
"THE VALENTIA CABILLERS","Ciutat Vella, Valencia",8.9,1665,329,2022-08-07,"CARRER DELS CABILLERS, 3, Valencia ",46003,39.47477,-0.3750246
"HOTEL NEPTUNO","Poblados marítimos, Valencia",8.4,1246,216,2022-08-07,"PASEO DE NEPTUNO, 2-4, Valencia ",46011,39.46564,-0.3246869
"ORIGINAL DOMINO HOUSE","Camins al Grau, Valencia",8.7,725,97,2022-08-07,"CALLE DE LAS ISLAS CANARIAS, 51, GRAO, Valencia ",46023,39.4613327,-0.3380562
"COOL LOFS CENTER VALENCIA","Extramurs, Valencia",7.8,18,132.5,2022-08-07,"CALLE LEPANTO, 6, EL BOTÀNIC, Valencia ",46008,39.47406,-0.38438
"SH SUITE PALACE","Ciutat Vella, Valencia",8.5,261,96,2022-08-07,"PLAÇA DE MARGARITA VALLDAURA, 2, Valencia ",46002,39.4733342,-0.37485410510106
"HOSTAL BED OF THE SEA","Poblados marítimos, Valencia",6.8,625,118,2022-08-07,"CARRER DEL BELLO, 6, Valencia ",46024,39.4592038,-0.335289
"NANIT VALENCIA HOSTEL","Poblados marítimos, Valencia",8.3,1178,174.5,2022-08-07,"CARRER D'ESCALANTE, 13, Valencia ",46011,39.4618734,-0.3314282
"YOURS BOUTIQUE STAY","Eixample, Valencia",9.3,150,189,2022-08-07,"CARRER DE CUBA, 19, Valencia ",46006,39.4620147,-0.37698
"COSY ROOMS EMBAJADOR","Ciutat Vella, Valencia",6.9,1637,102.5,2022-08-07,"CALLE DEL EMBAJADOR VICH, 5, Valencia ",46002,39.472443,-0.375378
"LOTELITO","Ciutat Vella, Valencia",8.8,1299,208,2022-08-07,"CALLE DE VIRUÉS, 6, Valencia ",46002,39.4709807,-0.3746814
"PAMPHYLIA HOTEL","Poblados marítimos, Valencia",8.9,153,210,2022-08-07,"PASEO DE NEPTUNO, 40, Valencia ",46011,39.46468905,-0.32341469206265
"CARO HOTEL","Ciutat Vella, Valencia",9,476,201.5,2022-08-07,"CARRER DE L'ALMIRALL, 14, Valencia ",46003,39.4759686,-0.3720638
"HOSTAL TARTESSOS","Ciutat Vella, Valencia",8.7,546,130,2022-08-07,"PASAJE DE LA SANGRE, 5, Valencia ",46001,39.4707154,-0.377145
"RUZAFA ROOMS","Quatre Carreres, Valencia",6,509,77,2022-08-07,"CALLE DE CADIZ, 92, Valencia ",46006,39.4592686,-0.3718809
"HI VALENCIA CANOVAS","Eixample, Valencia",7.9,2212,55,2022-09-11,"CALLE DE CIRILO AMORÓS, 82, Valencia ",46004,39.4667056,-0.3729278
"HOSTAL ABASTOS","Extramurs, Valencia",7.9,767,35,2022-09-11,"CALLE DE ALBERIQUE, 19, Valencia ",46008,39.466484,-0.3880924
"SWEET HOTEL RENASA","El Pla del Real, Valencia",8.1,3438,81.5,2022-09-11,"AVENIDA DE CATALUÑA, 5, Valencia ",46010,39.480567,-0.3529597
"PORT FERIA VALENCIA","Poblados del Oeste, Valencia",8.1,3327,62,2022-09-11,"CARRER DE CULLERA, 67, Valencia ",46035,39.5041799,-0.4228127
"DWO VALENCIA","Camins al Grau, Valencia",7.6,1720,123.5,2022-09-11,"AVENIDA DEL PUERTO, 129, GRAO, POBLATS MARÍTIMS, Valencia ",46022,39.46481,-0.34687
"MARQUÉS HOUSE HOTEL 4* SUP","Ciutat Vella, Valencia",9.2,1101,176,2022-09-11,"CALLE DE LA ABADÍA DE SAN MARTÍN, 10, Valencia ",46002,39.473,-0.3754
"SWEET HOTEL CONTINENTAL","Ciutat Vella, Valencia",8.1,3169,121.5,2022-09-11,"CALLE DE CORREOS, 8, Valencia ",46002,39.4697061,-0.3745483
"ZALAMERA BNB","Extramurs, Valencia",8.8,1006,79,2022-09-11,"CALLE DE PELAYO, 44, LA ROQUETA, Valencia ",46007,39.4655859,-0.3791324
"SILKEN PUERTA VALENCIA","Camins al Grau, Valencia",8.3,3855,97,2022-09-11,"AVENIDA CARDENAL BENLLOCH, 28, Valencia ",46021,39.46847,-0.35562
"HOTEL MEDIUM VALENCIA","Quatre Carreres, Valencia",8.1,2612,126,2022-09-11,"AVINGUDA D'AMADO GRANELL MESADO, 48, Valencia ",46013,39.4588201,-0.3649061
"CASUAL DE LA MÚSICA VALENCIA","Ciutat Vella, Valencia",7.1,2627,69,2022-09-11,"CALLE DE PADILLA, 4, Valencia ",46001,39.4701428,-0.3795473
"HOSTAL ON DORMIRE VALENCIA","Quatre Carreres, Valencia",7.4,1455,46,2022-09-11,"CALLE DE RUBEN VELA, 23, Valencia ",46006,39.4555276,-0.3744368
"PENSION WAKSMAN","Quatre Carreres, Valencia",7.5,284,45,2022-09-11,"AVINGUDA DEL DOCTOR WAKSMAN, 29, Valencia ",46006,39.4556868,-0.3704587
"SOL PLAYA","Poblados marítimos, Valencia",7.8,2911,90,2022-09-11,"PASEO DE NEPTUNO, 54, Valencia ",46011,39.46508695,-0.323431857956879
"HOTEL CONQUERIDOR","Extramurs, Valencia",8,2392,112.5,2022-09-11,"CALLE DE CERVANTES, 9, LA ROQUETA, Valencia ",46007,39.4669877,-0.3820251
"EUROSTARS REY DON JAIME","Camins al Grau, Valencia",7.9,11632,127,2022-09-11,"AVENIDA BALEARES, 2, Valencia ",46023,39.4633945,-0.3566471
"LAS ARENAS BALNEARIO RESORT","Poblados marítimos, Valencia",8.8,2361,272.5,2022-09-11,"CALLE EUGENIA VIÑES, 22-24, Valencia ",46011,39.4648302,-0.3248653
"QUART YOUTH HOSTEL & APARTMENTS","Ciutat Vella, Valencia",7.9,3610,44.5,2022-09-11,"CARRER DE QUART, 64, Valencia ",46001,39.4756962,-0.3848293
"CENTER VALENCIA YOUTH HOSTEL","Ciutat Vella, Valencia",8,2102,57,2022-09-11,"CALLE DE SAMANIEGO, 18, Valencia ",46003,39.4776492,-0.3762403
"MELIA PLAZA VALENCIA","Ciutat Vella, Valencia",8.7,2090,132,2022-09-11,"PLAZA DEL AYUNTAMIENTO, 4, CIUDAD VIEJA, Valencia ",46002,39.4707157,-0.376740504346867
"ILUNION VALENCIA 3","Benicalap, Valencia",7.8,3027,113,2022-09-11,"CALLE DEL VALLE DE AYORA, 5, Valencia ",46015,39.4932582,-0.3991733
"HOTEL VILLACARLOS","Camins al Grau, Valencia",7.9,1759,49.5,2022-09-11,"AVENIDA DEL PUERTO, 60, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46639,-0.35521
"ILUNION AQUA 4","Camins al Grau, Valencia",8.2,6255,139.5,2022-09-11,"CARRER DE LUIS GARCÍA BERLANGA MARTÍ, 19-21, Valencia ",46023,39.45594,-0.34578
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2890,80,2022-09-11,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
"SENATOR PARQUE CENTRAL HOTEL","Eixample, Valencia",8,3573,81,2022-09-11,"PLAZA MANUEL SANCHIS GUARNER, 1, Valencia ",46006,39.4574798,-0.3755124
"ILUNION VALENCIA 4","Benicalap, Valencia",8.1,3449,123.5,2022-09-11,"CALLE DEL VALLE DE AYORA, 1, Valencia ",46015,39.4912973,-0.3980026
"AC HOTEL VALENCIA BY MARRIOTT","Camins al Grau, Valencia",8.3,1264,112,2022-09-11,"AVENIDA DE FRANCIA, 67, GRAO, Valencia ",46023,39.45886,-0.34393
"PENSIÓN ALICANTE","Ciutat Vella, Valencia",8.2,1940,33,2022-09-11,"CALLE DE RIBERA, 2, Valencia ",46002,39.46888,-0.37586
"HOTEL PLAZA MERCADO & SPA","Ciutat Vella, Valencia",9.2,992,187,2022-09-11,"PLAZA DEL MERCADO, 45, CIUDAD VIEJA, Valencia ",46001,39.4734442,-0.3778781
"NH VALENCIA LAS CIENCIAS","Quatre Carreres, Valencia",7.7,2318,92,2022-09-11,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 26, Valencia ",46013,39.45538,-0.35817
"HOSTAL BISBAL","Ciutat Vella, Valencia",7,271,42.5,2022-09-11,"CALLE PIE DE LA CRUZ, 9, Valencia ",46001,39.4732172,-0.38064
"BIZZBEACH","Poblados marítimos, Valencia",8,207,23,2022-09-11,"CALLE DE IBIZA, 17, Valencia ",46024,39.4602115,-0.3399427
"SERCOTEL SOROLLA PALACE","Poblados del Oeste, Valencia",8.3,4873,128,2022-09-11,"AVENIDA DE LAS CORTES VALENCIANAS, 58, Valencia ",46015,39.49617,-0.40132
"HOTEL ALKAZAR","Ciutat Vella, Valencia",7.9,1341,69,2022-09-11,"PLAZA DEL AYUNTAMIENTO, 11, CIUDAD VIEJA, Valencia ",46002,39.4689,-0.37431
"HOTEL MIRAMAR VALENCIA","Poblados marítimos, Valencia",8.2,1090,74,2022-09-11,"PASEO DE NEPTUNO, 32, Valencia ",46011,39.4642871,-0.323598
"ARENA ZONE HOTEL & CAFÉ","Quatre Carreres, Valencia",8.7,899,139,2022-09-11,"AVENIDA DE ANTONIO FERRANDIS (ACTOR), 18, Valencia ",46013,39.4510025,-0.3569108
"ILUNION AQUA 3","Camins al Grau, Valencia",8,4390,130.5,2022-09-11,"CARRER DE LUIS GARCÍA-BERLANGA MARTÍ, 21, Valencia ",46023,39.45535,-0.34292
"PETIT PALACE PLAZA DE LA REINA","Ciutat Vella, Valencia",8.7,2049,143,2022-09-11,"CALLE DE LA ABADÍA DE SAN MARTÍN, 3, Valencia ",46002,39.47312,-0.37533
"JERO ROOMS","Ciutat Vella, Valencia",7.4,862,85,2022-09-11,"CARRER DEL CONVENT DE SANTA CLARA, 3, Valencia ",46002,39.46818,-0.37566
"CITY SUITES MARINA","Camins al Grau, Valencia",8,1228,55,2022-09-11,"CALLE DE LAS MADERAS, 12, Valencia ",46022,39.4677276,-0.3367496
"EUROSTARS ACTEÓN","Camins al Grau, Valencia",8.4,4937,195,2022-09-11,"CARRER DE VICENTE BELTRÁN GRIMAL, 2, Valencia ",46023,39.46363625,-0.347939215400449
"AD HOC CARMEN","Ciutat Vella, Valencia",8.6,1750,134,2022-09-11,"CALLE DE SAMANIEGO, 20, Valencia ",46003,39.4774951,-0.3755486
"HOTEL TURIA","Campanar, Valencia",7.5,3039,100,2022-09-11,"CARRER DEL PROFESOR BELTRÁN BÁGUENA, 2, Valencia ",46009,39.4803567,-0.3890109
"SERCOTEL VALENCIA ALAMEDA 41","Camins al Grau, Valencia",9,1968,142.5,2022-09-11,"PASEO DE LA ALAMEDA, 41, Valencia ",46023,39.4726866,-0.3644008
"VENECIA PLAZA CENTRO","Ciutat Vella, Valencia",9,6760,116.5,2022-09-11,"PLAZA DEL AYUNTAMIENTO, 3, CIUDAD VIEJA, Valencia ",46002,39.4718725,-0.3768941
"PALACIO VALLIER 5*","Ciutat Vella, Valencia",9.5,836,275,2022-09-11,"PLAZA DE MANISES, 7, Valencia ",46003,39.4767525,-0.3762522
"SEA YOU HOTEL PORT VALENCIA","Poblados marítimos, Valencia",7.4,1020,146.5,2022-09-11,"PLAÇA DEL TRIBUNAL DE LES AIGÜES, 5, Valencia ",46011,39.4609113,-0.3339595
"ZENIT VALENCIA","Extramurs, Valencia",8.6,1866,147.5,2022-09-11,"CALLE DE BAILÉN, 8, LA ROQUETA, Valencia ",46007,39.4667681,-0.3780804
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2491,105,2022-09-11,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"CATALONIA EXCELSIOR","Ciutat Vella, Valencia",8.5,2209,120,2022-09-11,"CALLE DE LA BARCELONINA, 5, Valencia ",46002,39.4714,-0.37587
"EUROSTARS GRAN VALENCIA","Benicalap, Valencia",8.4,2587,198.5,2022-09-11,"CALLE DEL VALLE DE AYORA, 3, Valencia ",46015,39.4915771,-0.3982036
"HOTEL MALCOM AND BARRET","Quatre Carreres, Valencia",8.7,12648,128,2022-09-11,"AVINGUDA D'AUSIÀS MARCH, 59, Valencia ",46013,39.4507488,-0.3709729
"NH CIUDAD DE VALENCIA","Camins al Grau, Valencia",7.9,3220,96.5,2022-09-11,"AVENIDA DEL PUERTO, 214, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46276,-0.34339
"SH VALENCIA PALACE","El Pla del Real, Valencia",8.3,2360,165,2022-09-11,"PASEO DE LA ALAMEDA, 32, Valencia ",46023,39.4675577,-0.359796353075922
"HOTEL VALENCIA CENTER","Camins al Grau, Valencia",8.3,5520,110.5,2022-09-11,"AVENIDA DE FRANCIA, 33, GRAO, Valencia ",46023,39.46017,-0.34948
"HOTEL OLYMPIA UNIVERSIDADES","Benimaclet, Valencia",8.5,2522,66.5,2022-09-11,"CALLE DEL DOCTOR VICENTE ZARAGOZA, 13, Valencia ",46020,39.4852155,-0.3632217
"CASUAL VINTAGE VALENCIA","Ciutat Vella, Valencia",8.1,3959,99,2022-09-11,"CALLE DE LA BARCELONINA, 1, Valencia ",46002,39.47134,-0.37632
"AC HOTEL COLÓN VALENCIA BY MARRIOTT","Eixample, Valencia",8.5,490,168.5,2022-09-11,"CALLE DE COLÓN, 6, Valencia ",46004,39.467302,-0.3743674
"MELIA VALENCIA","Benicalap, Valencia",8.8,1816,123.5,2022-09-11,"AVENIDA DE LAS CORTES VALENCIANAS, 52, Valencia ",46015,39.49472,-0.40081
"HOTEL BELERET","Poblados del Oeste, Valencia",7.8,2038,64,2022-09-11,"CALLE CAMPAMENTO, 76, BENIMÀMET, Valencia ",46035,39.50056,-0.42511
"SOHO VALENCIA","Eixample, Valencia",8.9,2235,123.5,2022-09-11,"GRAN VÍA DE LAS GERMANIAS, 32, Valencia ",46006,39.4648856,-0.3741102
"NH VALENCIA CENTER","Campanar, Valencia",8.1,3409,109.5,2022-09-11,"CALLE DE RICARDO MICÓ, 1, Valencia ",46009,39.4808319,-0.387316431843575
"COSY ROOMS BOLSERÍA","Ciutat Vella, Valencia",7.1,837,92,2022-09-11,"CALLE DE LAS MONJAS, 4, CIUDAD VIEJA, Valencia ",46001,39.47537615,-0.380247718542199
"HOTEL VALENCIA OCEANIC AFFILIATED BY MELIÁ","Camins al Grau, Valencia",8.3,2414,110,2022-09-11,"CALLE DEL PINTOR MAELLA, 35, Valencia ",46023,39.45828105,-0.347884075806882
"CASUAL DE LAS ARTES VALENCIA","Camins al Grau, Valencia",8.1,2480,90.5,2022-09-11,"AVENIDA DEL PUERTO, 39, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46709,-0.35582
"BALCÓN AL MAR","Poblados marítimos, Valencia",8.3,568,85.5,2022-09-11,"CARRER DE JOAN JOSEP SISTER, 1, Valencia ",46024,39.4601149,-0.3337991
"HOTEL KRAMER","Campanar, Valencia",8.8,5431,152,2022-09-11,"AVENIDA DE CAMPANAR, 90, Valencia ",46015,39.48078725,-0.393498593134684
"SH INGLES BOUTIQUE HOTEL","Ciutat Vella, Valencia",8.2,1265,195,2022-09-11,"CALLE  DEL MARQUÉS DE DOS AGUAS, 6, CIUDAD VIEJA, Valencia ",46002,39.4732021,-0.3743062
"RUSSAFA YOUTH HOSTEL","Eixample, Valencia",8.4,713,65.5,2022-09-11,"CALLE DEL PADRE PERERA, 5, Valencia ",46006,39.4626176,-0.371846
"CASUAL DEL CINE VALENCIA","Ciutat Vella, Valencia",8.4,2332,92,2022-09-11,"CALLE DEL CONVENTO DE SAN FRANCISCO, 7, Valencia ",46002,39.4689015,-0.3776315
"ONLY YOU HOTEL VALENCIA","Ciutat Vella, Valencia",9.2,1667,260,2022-09-11,"PLAZA DE RODRIGO BOTET, 5, Valencia ",46002,39.471332,-0.3752529
"THE WESTIN VALENCIA","El Pla del Real, Valencia",8.6,1210,368.5,2022-09-11,"CALLE DE AMADEO DE SABOYA, 16, Valencia ",46010,39.472942,-0.361162817708596
"OPERA HOUSE VALENCIA B&B","Camins al Grau, Valencia",9.1,702,149.5,2022-09-11,"CALLE DE ENRIQUE VIEDMA VIDAL (ARQUITECTO), 2, Valencia ",46023,39.4631352,-0.3571467
"FLATS FRIENDS PLAZA DE LA REINA","Ciutat Vella, Valencia",7.9,772,77.5,2022-09-11,"PLAZA DE LA REINA, 12, Valencia ",46001,39.4737765,-0.3755166
"B&B HOTEL VALENCIA CIUDAD DE LAS CIENCIAS","Quatre Carreres, Valencia",7.5,3919,72.5,2022-09-11,"AVINGUDA D'AUSIÀS MARCH, 99, Valencia ",46013,39.4456699,-0.3682916
"YOU & CO. SALER BEACH BOUTIQUE","Poblados del Oeste, Valencia",8.5,2141,95,2022-09-11,"AVENIDA DE LOS PINARES, 10, Valencia ",46012,39.38323,-0.33266
"COSMO HOTEL BOUTIQUE","Ciutat Vella, Valencia",9.3,2209,186,2022-09-11,"AVENIDA DE MARÍA CRISTINA, 18, Valencia ",46003,39.4727474,-0.3773469
"HOTEL DIMAR","Eixample, Valencia",8.6,2111,110,2022-09-11,"GRAN VIA DEL MARQUES DEL TURIA, 80, Valencia ",46005,39.4683488,-0.3650328
"VINCCI PALACE","Ciutat Vella, Valencia",8.6,3607,393,2022-09-11,"CALLE DE LA PAZ, 42, CIUDAD VIEJA, Valencia ",46003,39.4735044,-0.3741584
"CASUAL SOCARRAT VALENCIA - ADULTS ONLY","Ciutat Vella, Valencia",8.7,1486,149.5,2022-09-11,"CALLE DE LA PAZ, 38, CIUDAD VIEJA, Valencia ",46003,39.472943,-0.3717601
"NH COLLECTION COLÓN VALENCIA","Eixample, Valencia",8.7,986,160,2022-09-11,"CALLE DE COLÓN, 32, Valencia ",46004,39.468559,-0.3725678
"HULOT B&B VALENCIA","Ciutat Vella, Valencia",8.3,1123,82,2022-09-11,"CARRER DEL POETA LIERN, 16, Valencia ",46003,39.4747995,-0.3705918
"HOSTAL BED OF THE SEA","Poblados marítimos, Valencia",6.8,625,100,2022-09-11,"CARRER DEL BELLO, 6, Valencia ",46024,39.4592038,-0.335289
"PURPLE NEST HOSTEL","Ciutat Vella, Valencia",8,1245,50,2022-09-11,"PLAZA DE TETUÁN, 5, Valencia ",46003,39.4746181,-0.3701021
"YOU & CO. QUART BOUTIQUE","Extramurs, Valencia",8.8,1177,135,2022-09-11,"CALLE DOCTOR PESET CERVERA, 6, Valencia ",46008,39.4740918,-0.3869063
"AD HOC MONUMENTAL 1881","Ciutat Vella, Valencia",8.4,1303,109,2022-09-11,"CARRER DE BOIX, 4, Valencia ",46003,39.47707,-0.37207
"HELEN BERGER BOUTIQUE HOTEL","Ciutat Vella, Valencia",9.2,2068,264,2022-09-11,"CALLE DE LA NAVE, 3, Valencia ",46003,39.4719418,-0.3709758
"HOTEL BOUTIQUE BALANDRET","Poblados marítimos, Valencia",8.8,1409,308,2022-09-11,"PASEO DE NEPTUNO, 20, Valencia ",46011,39.4639344,-0.3235479
"COOL LOFS CENTER VALENCIA","Extramurs, Valencia",7.8,18,97.5,2022-09-11,"CALLE LEPANTO, 6, EL BOTÀNIC, Valencia ",46008,39.47406,-0.38438
"COSY ROOMS TAPINERÍA","Ciutat Vella, Valencia",6.8,1200,92,2022-09-11,"CARRER DE LA TAPINERIA, 13, Valencia ",46001,39.4747296,-0.3764117
"HOTEL SAN LORENZO BOUTIQUE","Ciutat Vella, Valencia",8.4,1564,135,2022-09-11,"PLAZA DE SAN LORENZO, 2, Valencia ",46003,39.4778128,-0.374827315285652
"HOTEL NEPTUNO","Poblados marítimos, Valencia",8.4,1248,162,2022-09-11,"PASEO DE NEPTUNO, 2-4, Valencia ",46011,39.46564,-0.3246869
"URBAN YOUTH HOSTEL","Poblados marítimos, Valencia",8.4,1278,64,2022-09-11,"AVENIDA DEL PUERTO, 280, GRAO, POBLATS MARÍTIMS, Valencia ",46024,39.4612649,-0.3377946
"VINCCI MERCAT","Ciutat Vella, Valencia",8.7,3320,423.5,2022-09-11,"CALLE DE LA LINTERNA, 31, Valencia ",46001,39.4719381,-0.3777896
"NEST STYLE VALENCIA","Camins al Grau, Valencia",9.2,599,88,2022-09-11,"AVENIDA DEL PUERTO, 77, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46616,-0.35295
"HOME YOUTH HOSTEL BY FEETUP HOSTELS","Ciutat Vella, Valencia",8.7,862,72.5,2022-09-11,"CALLE  DE LA LONJA, 4, Valencia ",46001,39.4744359,-0.3779944
"PRIMUS VALENCIA","Camins al Grau, Valencia",8.2,3805,186.5,2022-09-11,"CALLE DE MENORCA, 22, Valencia ",46023,39.4576914,-0.3457277
"LOTELITO","Ciutat Vella, Valencia",8.8,1299,160,2022-09-11,"CALLE DE VIRUÉS, 6, Valencia ",46002,39.4709807,-0.3746814
"HOSPES PALAU DE LA MAR","Eixample, Valencia",8.6,1142,197.5,2022-09-11,"AVENIDA DE NAVARRO REVERTER, 14, Valencia ",46004,39.470987,-0.3665897
"HOTEL EL SIGLO","Ciutat Vella, Valencia",8,880,120.5,2022-09-11,"PLAZA DE SANTA CATALINA, 11, Valencia ",46001,39.473877,-0.3760907
"BLANQ CARMEN HOTEL","Ciutat Vella, Valencia",8.3,1508,155,2022-09-11,"CALLE BLANQUERIAS, 11, Valencia ",46002,39.4810622,-0.3790927
"PALACIO SANTA CLARA, AUTOGRAPH COLLECTION","Ciutat Vella, Valencia",9.3,263,227.5,2022-09-11,"CALLE DE PASCUAL Y GENIS, 22, Valencia ",46002,39.4682301,-0.3738525
"COSY ROOMS EMBAJADOR","Ciutat Vella, Valencia",6.9,1637,85,2022-09-11,"CALLE DEL EMBAJADOR VICH, 5, Valencia ",46002,39.472443,-0.375378
"MD MODERN HOTEL - JARDINES","Eixample, Valencia",8.5,1133,114,2022-09-11,"CARRER DEL MESTRE RACIONAL, 23, Valencia ",46005,39.4641809,-0.3617507
"NALU VALENCIA BOUTIQUE ROOMS","Ciutat Vella, Valencia",8.2,205,181,2022-09-11,"CALLE DE LA SANGRE, 9, CIUDAD VIEJA, Valencia ",46002,39.4703868,-0.3773597
"MALVARROSA BEACH ROOMS","Poblados marítimos, Valencia",5.7,1390,85,2022-09-11,"PASEO NEPTUNO, 34, Valencia ",46011,39.4645368,-0.323392972524676
"BARCELÓ VALENCIA","Camins al Grau, Valencia",8.6,2284,101.5,2022-09-11,"AVENIDA DE FRANCIA, 11, GRAO, Valencia ",46023,39.46087,-0.35258
"YOURS BOUTIQUE STAY","Eixample, Valencia",9.3,150,169,2022-09-11,"CARRER DE CUBA, 19, Valencia ",46006,39.4620147,-0.37698
"MD DESIGN HOTEL - PORTAL DEL REAL","Ciutat Vella, Valencia",9,1065,146.5,2022-09-11,"CARRER DE BOIX, 3, Valencia ",46003,39.47697,-0.37238
"LINDALA","Poblados marítimos, Valencia",8.9,1146,389,2022-09-11,"CALLE ERNESTO ANASTASIO, 46, Valencia ",46011,39.4646851,-0.3339927
"HOSTAL TARTESSOS","Ciutat Vella, Valencia",8.7,547,94,2022-09-11,"PASAJE DE LA SANGRE, 5, Valencia ",46001,39.4707154,-0.377145
"CARO HOTEL","Ciutat Vella, Valencia",9,476,218,2022-09-11,"CARRER DE L'ALMIRALL, 14, Valencia ",46003,39.4759686,-0.3720638
"SH SUITE PALACE","Ciutat Vella, Valencia",8.5,261,105.5,2022-09-11,"PLAÇA DE MARGARITA VALLDAURA, 2, Valencia ",46002,39.4733342,-0.37485410510106
